public_id,year,permit_number,permit_type
3144177,2019,2087,Party/Charter Boat
3144296,2019,2090,Party/Charter Boat
3144315,2019,2091,Party/Charter Boat
3144315,2019,5609,Food Fish - Resident
3144865,2019,10781,Food Fish/Crustacea Dealer/Shipper
3145022,2019,2572,Party/Charter Boat
3145240,2019,10785,Food Fish/Crustacea Dealer/Shipper
3145281,2019,2104,Party/Charter Boat
3145321,2019,1429,Whelk - Resident
3145321,2019,4036,Horseshoe Crab - Resident
3145321,2019,4036,Crab - Resident
3145321,2019,5560,Food Fish - Resident
3145577,2019,10821,Food Fish/Crustacea Dealer/Shipper
3145615,2019,2105,Party/Charter Boat
3145695,2019,201462,Food Fish Landing
3145777,2019,10788,Food Fish/Crustacea Dealer/Shipper
3146079,2019,2148,Food Fish - Resident
3146115,2019,2110,Party/Charter Boat
3146519,2019,10792,Food Fish/Crustacea Dealer/Shipper
3146819,2019,10794,Food Fish/Crustacea Dealer/Shipper
3146959,2019,2454,Party/Charter Boat
3146980,2019,989,Lobster - Resident
3146999,2019,10797,Food Fish/Crustacea Dealer/Shipper
3147041,2019,10800,Food Fish/Crustacea Dealer/Shipper
3147186,2019,201465,Food Fish Landing
3147319,2019,10803,Food Fish/Crustacea Dealer/Shipper
3147381,2019,4032,Horseshoe Crab - Resident
3147381,2019,4032,Crab - Resident
3147381,2019,5558,Food Fish - Resident
3147401,2019,10805,Food Fish/Crustacea Dealer/Shipper
3147421,2019,5559,Food Fish - Resident
3147599,2019,10810,Food Fish/Crustacea Dealer/Shipper
3147801,2019,10814,Food Fish/Crustacea Dealer/Shipper
3148081,2019,10818,Food Fish/Crustacea Dealer/Shipper
3148102,2019,10820,Food Fish/Crustacea Dealer/Shipper
3148259,2019,421,Scoop Dip Scap up to 10 ft sq
3148519,2019,314,Gill Net - Resident
3148521,2019,2122,Party/Charter Boat
3148524,2019,2123,Party/Charter Boat
3148649,2019,1970,Lobster - Resident
3148649,2019,835,Food Fish - Resident
3148659,2019,11215,Food Fish/Crustacea Dealer/Shipper
3148659,2019,5569,Food Fish - Resident
3148679,2019,1276,Marine Bait
3148767,2019,11129,Food Fish/Crustacea Dealer/Shipper
3148767,2019,2131,Party/Charter Boat
3148800,2019,1177,Marine Bait
3148805,2019,5622,Food Fish - Resident
3148866,2019,2138,Party/Charter Boat
3148874,2019,2139,Party/Charter Boat
3148882,2019,2141,Party/Charter Boat
3148882,2019,2269,Party/Charter Boat
3148954,2019,2149,Party/Charter Boat
3149019,2019,815,Food Fish - Resident
3149027,2019,2156,Party/Charter Boat
3149247,2019,1079,Lobster Landing
3149247,2019,3846,Horseshoe Crab - Resident
3149247,2019,3846,Crab - Resident
3149247,2019,5603,Food Fish - Resident
3149249,2019,10842,Food Fish/Crustacea Dealer/Shipper
3149269,2019,659,Food Fish - Resident
3149406,2019,10844,Food Fish/Crustacea Dealer/Shipper
3149412,2019,10846,Food Fish/Crustacea Dealer/Shipper
3149426,2019,10847,Food Fish/Crustacea Dealer/Shipper
3149545,2019,10853,Food Fish/Crustacea Dealer/Shipper
3149705,2019,10856,Food Fish/Crustacea Dealer/Shipper
3149707,2019,2181,Party/Charter Boat
3149745,2019,2291,Party/Charter Boat
3149748,2019,5544,Food Fish - Resident
3149807,2019,10858,Food Fish/Crustacea Dealer/Shipper
3150032,2019,210,Food Fish - Resident
3150032,2019,2452,Party/Charter Boat
3150032,2019,5461,Food Fish - Resident
3150166,2019,2185,Party/Charter Boat
3150186,2019,401,Food Fish - Resident
3150507,2019,10920,Food Fish/Crustacea Dealer/Shipper
3150685,2019,1209,Menhaden Purse Seine 30 GT or less
3150685,2019,2271,Party/Charter Boat
3150685,2019,4053,Horseshoe Crab - Resident
3150685,2019,4053,Crab - Resident
3150685,2019,5594,Food Fish - Resident
3150828,2019,2186,Party/Charter Boat
3151157,2019,10884,Food Fish/Crustacea Dealer/Shipper
3151308,2019,2189,Party/Charter Boat
3151552,2019,10904,Food Fish/Crustacea Dealer/Shipper
3151614,2019,5608,Food Fish - Resident
3151616,2019,1602,Party/Charter Boat
3151670,2019,2190,Party/Charter Boat
3151791,2019,10908,Food Fish/Crustacea Dealer/Shipper
3151798,2019,10911,Food Fish/Crustacea Dealer/Shipper
3151848,2019,342,Gill Net - Resident
3151892,2019,1186,Marine Bait
3152070,2019,4069,Horseshoe Crab - Resident
3152070,2019,4069,Crab - Resident
3152070,2019,5618,Food Fish - Resident
3152131,2019,349,Gill Net - Resident
3152131,2019,517,Scoop Dip Scap up to 10 ft sq
3152228,2019,352,Gill Net - Resident
3152251,2019,2201,Party/Charter Boat
3152271,2019,2202,Party/Charter Boat
3152330,2019,2208,Party/Charter Boat
3152433,2019,2214,Party/Charter Boat
3152529,2019,2631,Party/Charter Boat
3152532,2019,1190,Marine Bait
3152590,2019,1022,Whelk - Resident
3152590,2019,1332,Food Fish - Resident
3152590,2019,2050,Horseshoe Crab - Resident
3152590,2019,2050,Crab - Resident
3152634,2019,2221,Party/Charter Boat
3152676,2019,10927,Food Fish/Crustacea Dealer/Shipper
3152698,2019,201497,Food Fish Landing
3152757,2019,10931,Food Fish/Crustacea Dealer/Shipper
3152825,2019,1317,Marine Bait
3152909,2019,2230,Party/Charter Boat
3153048,2019,2231,Party/Charter Boat
3153109,2019,2233,Party/Charter Boat
3153576,2019,1151,Whelk - Resident
3153576,2019,1210,Menhaden Purse Seine 30 GT or less
3153576,2019,348,Horseshoe Crab - Resident
3153576,2019,348,Crab - Resident
3153576,2019,5451,Lobster - Resident
3153576,2019,761,Food Fish - Resident
3153751,2019,10941,Food Fish/Crustacea Dealer/Shipper
3153788,2019,900,Food Fish - Resident
3153950,2019,10892,Food Fish/Crustacea Dealer/Shipper
3154068,2019,1079,Food Fish - Resident
3154150,2019,2578,Party/Charter Boat
3154433,2019,1423,Whelk - Resident
3154433,2019,5643,Food Fish - Resident
3154748,2019,10947,Food Fish/Crustacea Dealer/Shipper
3154856,2019,2539,Party/Charter Boat
3154931,2019,10949,Food Fish/Crustacea Dealer/Shipper
3154933,2019,101356,Food Fish - NR
3155134,2019,10950,Food Fish/Crustacea Dealer/Shipper
3155311,2019,10951,Food Fish/Crustacea Dealer/Shipper
3155494,2019,2252,Party/Charter Boat
3155751,2019,5575,Food Fish - Resident
3155871,2019,2255,Party/Charter Boat
3155893,2019,10962,Food Fish/Crustacea Dealer/Shipper
3155893,2019,2526,Party/Charter Boat
3155971,2019,11201,Food Fish/Crustacea Dealer/Shipper
3156135,2019,10967,Food Fish/Crustacea Dealer/Shipper
3156171,2019,364,Gill Net - Resident
3156311,2019,10993,Food Fish/Crustacea Dealer/Shipper
3156533,2019,2265,Party/Charter Boat
3156533,2019,2658,Party/Charter Boat
3156636,2019,2268,Party/Charter Boat
3156638,2019,10972,Food Fish/Crustacea Dealer/Shipper
3156640,2019,371,Gill Net - Resident
3156640,2019,515,Scoop Dip Scap up to 10 ft sq
3156640,2019,516,Scoop Dip Scap up to 10 ft sq
3156671,2019,10973,Food Fish/Crustacea Dealer/Shipper
3156871,2019,3988,Horseshoe Crab - Resident
3156871,2019,3988,Crab - Resident
3156871,2019,5515,Food Fish - Resident
3157052,2019,1001,Whelk - Resident
3157052,2019,198,Lobster - Resident
3157052,2019,3012,Food Fish - Resident
3157052,2019,4044,Horseshoe Crab - Resident
3157052,2019,4044,Crab - Resident
3157377,2019,2272,Party/Charter Boat
3157393,2019,2273,Party/Charter Boat
3157411,2019,10980,Food Fish/Crustacea Dealer/Shipper
3157551,2019,2274,Party/Charter Boat
3157691,2019,2276,Party/Charter Boat
3157873,2019,3386,Food Fish - Resident
3157891,2019,10983,Food Fish/Crustacea Dealer/Shipper
3158051,2019,2281,Party/Charter Boat
3158131,2019,10985,Food Fish/Crustacea Dealer/Shipper
3158172,2019,10987,Food Fish/Crustacea Dealer/Shipper
3158392,2019,2402,Party/Charter Boat
3158431,2019,3234,Food Fish - Resident
3158571,2019,5631,Food Fish - Resident
3158631,2019,201556,Food Fish Landing
3159351,2019,4071,Horseshoe Crab - Resident
3159351,2019,4071,Crab - Resident
3159351,2019,5655,Food Fish - Resident
3159551,2019,4070,Horseshoe Crab - Resident
3159551,2019,4070,Crab - Resident
3159551,2019,5635,Food Fish - Resident
3159571,2019,201562,Food Fish Landing
3159771,2019,10995,Food Fish/Crustacea Dealer/Shipper
3160151,2019,2307,Party/Charter Boat
3160211,2019,1020,Food Fish - Resident
3160211,2019,10996,Food Fish/Crustacea Dealer/Shipper
3160253,2019,1237,Marine Bait
3160294,2019,1224,Marine Bait
3160311,2019,2308,Party/Charter Boat
3160378,2019,4064,Horseshoe Crab - Resident
3160378,2019,4064,Crab - Resident
3160378,2019,5616,Food Fish - Resident
3160632,2019,11001,Food Fish/Crustacea Dealer/Shipper
3160695,2019,3521,Food Fish - Resident
3160731,2019,11004,Food Fish/Crustacea Dealer/Shipper
3160851,2019,2453,Horseshoe Crab - Resident
3160851,2019,2453,Crab - Resident
3160851,2019,901,Food Fish - Resident
3160871,2019,11005,Food Fish/Crustacea Dealer/Shipper
3160994,2019,221,Food Fish - Resident
3161151,2019,11006,Food Fish/Crustacea Dealer/Shipper
3161333,2019,1083,Lobster Landing
3161333,2019,2928,Food Fish - Resident
3161333,2019,4043,Horseshoe Crab - Resident
3161333,2019,4043,Crab - Resident
3161335,2019,201566,Food Fish Landing
3161471,2019,2013,Food Fish - Resident
3161471,2019,2466,Crab - Resident
3161731,2019,2695,Party/Charter Boat
3161871,2019,1227,Marine Bait
3161991,2019,2116,Food Fish - Resident
3161991,2019,2334,Horseshoe Crab - Resident
3161991,2019,2334,Crab - Resident
3162371,2019,11028,Food Fish/Crustacea Dealer/Shipper
3163233,2019,11019,Food Fish/Crustacea Dealer/Shipper
3163371,2019,11020,Food Fish/Crustacea Dealer/Shipper
3163571,2019,11022,Food Fish/Crustacea Dealer/Shipper
3163631,2019,11024,Food Fish/Crustacea Dealer/Shipper
3163633,2019,1034,Food Fish - Resident
3163633,2019,620,Horseshoe Crab - Resident
3163633,2019,620,Crab - Resident
3163674,2019,11025,Food Fish/Crustacea Dealer/Shipper
3163676,2019,11026,Food Fish/Crustacea Dealer/Shipper
3163694,2019,102545,Food Fish - NR
3164331,2019,11033,Food Fish/Crustacea Dealer/Shipper
3164492,2019,11035,Food Fish/Crustacea Dealer/Shipper
3164534,2019,1233,Marine Bait
3164536,2019,1234,Marine Bait
3164833,2019,484,Scoop Dip Scap up to 10 ft sq
3164840,2019,5627,Food Fish - Resident
3165067,2019,2323,Party/Charter Boat
3165111,2019,506,Scoop Dip Scap up to 10 ft sq
3165118,2019,2324,Party/Charter Boat
3165122,2019,1235,Marine Bait
3165122,2019,2579,Party/Charter Boat
3165153,2019,2327,Party/Charter Boat
3165159,2019,403,Gill Net - Resident
3165159,2019,85,Eel Pots - Resident
3165212,2019,2328,Party/Charter Boat
3165212,2019,4068,Horseshoe Crab - Resident
3165212,2019,4068,Crab - Resident
3165257,2019,11047,Food Fish/Crustacea Dealer/Shipper
3165271,2019,2331,Party/Charter Boat
3165271,2019,2382,Party/Charter Boat
3165291,2019,511,Scoop Dip Scap up to 10 ft sq
3165293,2019,2333,Party/Charter Boat
3165351,2019,514,Scoop Dip Scap up to 10 ft sq
3165353,2019,2334,Party/Charter Boat
3165371,2019,11048,Food Fish/Crustacea Dealer/Shipper
3165471,2019,2338,Party/Charter Boat
3165933,2019,2342,Party/Charter Boat
3165935,2019,2343,Party/Charter Boat
3166291,2019,11052,Food Fish/Crustacea Dealer/Shipper
3166611,2019,11055,Food Fish/Crustacea Dealer/Shipper
3166633,2019,2347,Party/Charter Boat
3166833,2019,2351,Party/Charter Boat
3166853,2019,11059,Food Fish/Crustacea Dealer/Shipper
3167171,2019,11063,Food Fish/Crustacea Dealer/Shipper
3167613,2019,201631,Food Fish Landing
3167613,2019,2437,Party/Charter Boat
3167792,2019,2527,Party/Charter Boat
3167792,2019,3866,Food Fish - Resident
3167811,2019,11068,Food Fish/Crustacea Dealer/Shipper
3167831,2019,4019,Horseshoe Crab - Resident
3167831,2019,4019,Crab - Resident
3167831,2019,5511,Food Fish - Resident
3167911,2019,11069,Food Fish/Crustacea Dealer/Shipper
3168171,2019,11071,Food Fish/Crustacea Dealer/Shipper
3168174,2019,1046,Whelk - Resident
3168174,2019,1893,Food Fish - Resident
3168174,2019,450,Lobster - Resident
3168174,2019,840,Crab - Resident
3168191,2019,11072,Food Fish/Crustacea Dealer/Shipper
3168291,2019,11073,Food Fish/Crustacea Dealer/Shipper
3168331,2019,11075,Food Fish/Crustacea Dealer/Shipper
3168471,2019,101473,Food Fish - NR
3168491,2019,1282,Marine Bait
3168491,2019,2685,Party/Charter Boat
3168536,2019,11076,Food Fish/Crustacea Dealer/Shipper
3168571,2019,11077,Food Fish/Crustacea Dealer/Shipper
3168871,2019,5605,Food Fish - Resident
3169012,2019,101443,Food Fish - NR
3169012,2019,11146,Food Fish/Crustacea Dealer/Shipper
3169111,2019,5645,Food Fish - Resident
3169191,2019,11083,Food Fish/Crustacea Dealer/Shipper
3169271,2019,2647,Party/Charter Boat
3169271,2019,411,Gill Net - Resident
3169271,2019,412,Gill Net - Resident
3169431,2019,2359,Party/Charter Boat
3169480,2019,50,Food Fish - Resident
3169533,2019,418,Gill Net - Resident
3169533,2019,529,Scoop Dip Scap up to 10 ft sq
3169932,2019,11088,Food Fish/Crustacea Dealer/Shipper
3170131,2019,201599,Food Fish Landing
3170131,2019,2668,Party/Charter Boat
3170371,2019,439,Food Fish - Resident
3170419,2019,540,Scoop Dip Scap up to 10 ft sq
3170491,2019,2369,Party/Charter Boat
3170511,2019,11092,Food Fish/Crustacea Dealer/Shipper
3170591,2019,2398,Party/Charter Boat
3170611,2019,11094,Food Fish/Crustacea Dealer/Shipper
3170711,2019,2372,Party/Charter Boat
3170713,2019,2373,Party/Charter Boat
3170715,2019,2374,Party/Charter Boat
3170733,2019,11156,Food Fish/Crustacea Dealer/Shipper
3170733,2019,3559,Food Fish - Resident
3170831,2019,2378,Party/Charter Boat
3170891,2019,541,Scoop Dip Scap up to 10 ft sq
3170893,2019,428,Gill Net - Resident
3170911,2019,11096,Food Fish/Crustacea Dealer/Shipper
3170971,2019,2380,Party/Charter Boat
3171073,2019,2384,Party/Charter Boat
3171111,2019,1506,Food Fish - Resident
3171111,2019,556,Horseshoe Crab - Resident
3171111,2019,556,Crab - Resident
3171311,2019,2388,Party/Charter Boat
3171370,2019,2389,Party/Charter Boat
3171531,2019,1259,Marine Bait
3171713,2019,11106,Food Fish/Crustacea Dealer/Shipper
3171971,2019,201603,Food Fish Landing
3172151,2019,11110,Food Fish/Crustacea Dealer/Shipper
3172191,2019,2400,Party/Charter Boat
3172311,2019,201606,Food Fish Landing
3172395,2019,2406,Party/Charter Boat
3172515,2019,11114,Food Fish/Crustacea Dealer/Shipper
3172535,2019,3541,Food Fish - Resident
3172595,2019,11116,Food Fish/Crustacea Dealer/Shipper
3172635,2019,2409,Party/Charter Boat
3172855,2019,3137,Food Fish - Resident
3172939,2019,2410,Party/Charter Boat
3172995,2019,2411,Party/Charter Boat
3173255,2019,2074,Food Fish - Resident
3173395,2019,11121,Food Fish/Crustacea Dealer/Shipper
3173415,2019,225,Food Fish - Resident
3173515,2019,11123,Food Fish/Crustacea Dealer/Shipper
3173635,2019,11125,Food Fish/Crustacea Dealer/Shipper
3173637,2019,11124,Food Fish/Crustacea Dealer/Shipper
3174055,2019,11191,Food Fish/Crustacea Dealer/Shipper
3174155,2019,101328,Food Fish - NR
3174195,2019,151,Lobster - Resident
3174195,2019,151,Lobster Bait Gill Net
3174195,2019,2665,Food Fish - Resident
3174456,2019,11131,Food Fish/Crustacea Dealer/Shipper
3174535,2019,1975,Horseshoe Crab - Resident
3174535,2019,1975,Crab - Resident
3174535,2019,3564,Food Fish - Resident
3174655,2019,11135,Food Fish/Crustacea Dealer/Shipper
3174797,2019,11259,Food Fish/Crustacea Dealer/Shipper
3174835,2019,429,Gill Net - Resident
3174955,2019,11137,Food Fish/Crustacea Dealer/Shipper
3174957,2019,11138,Food Fish/Crustacea Dealer/Shipper
3174975,2019,11139,Food Fish/Crustacea Dealer/Shipper
3175155,2019,11142,Food Fish/Crustacea Dealer/Shipper
3175215,2019,2418,Party/Charter Boat
3175235,2019,1266,Marine Bait
3175255,2019,430,Gill Net - Resident
3175257,2019,431,Gill Net - Resident
3175378,2019,1303,Marine Bait
3175378,2019,2419,Party/Charter Boat
3175380,2019,2167,Food Fish - Resident
3175455,2019,508,Gill Net - NR
3175475,2019,11144,Food Fish/Crustacea Dealer/Shipper
3175516,2019,2420,Party/Charter Boat
3175535,2019,11145,Food Fish/Crustacea Dealer/Shipper
3175595,2019,436,Gill Net - Resident
3175615,2019,2,Seine - NR
3175615,2019,507,Gill Net - NR
3175617,2019,545,Scoop Dip Scap up to 10 ft sq
3175619,2019,546,Scoop Dip Scap up to 10 ft sq
3175639,2019,201637,Food Fish Landing
3175639,2019,2421,Party/Charter Boat
3175657,2019,2423,Party/Charter Boat
3175894,2019,11148,Food Fish/Crustacea Dealer/Shipper
3176075,2019,2426,Party/Charter Boat
3176135,2019,2427,Party/Charter Boat
3176155,2019,2428,Party/Charter Boat
3176215,2019,442,Gill Net - Resident
3176215,2019,553,Scoop Dip Scap up to 10 ft sq
3176215,2019,58,Seine
3176255,2019,2429,Party/Charter Boat
3176275,2019,11154,Food Fish/Crustacea Dealer/Shipper
3176277,2019,157,Food Fish - Resident
3176295,2019,443,Gill Net - Resident
3176317,2019,2431,Party/Charter Boat
3176355,2019,2146,Food Fish - Resident
3176395,2019,11155,Food Fish/Crustacea Dealer/Shipper
3176415,2019,147,Food Fish - Resident
3176499,2019,2434,Party/Charter Boat
3176515,2019,2435,Party/Charter Boat
3176537,2019,2436,Party/Charter Boat
3176555,2019,11306,Food Fish/Crustacea Dealer/Shipper
3176555,2019,1270,Marine Bait
3176555,2019,1271,Whelk - Resident
3176555,2019,2484,Horseshoe Crab - Resident
3176555,2019,2484,Crab - Resident
3176755,2019,2706,Party/Charter Boat
3176775,2019,2441,Party/Charter Boat
3176815,2019,1314,Marine Bait
3176815,2019,2442,Party/Charter Boat
3176835,2019,2443,Party/Charter Boat
3176995,2019,2446,Party/Charter Boat
3177015,2019,2447,Party/Charter Boat
3177035,2019,2448,Party/Charter Boat
3177055,2019,2450,Party/Charter Boat
3177076,2019,3,Eel Weir Delaware River - Neversink River
3177076,2019,6,Eel Weir - Delaware River
3177078,2019,2,Eel Weir Delaware River - Neversink River
3177078,2019,5,Eel Weir - Delaware River
3177080,2019,1,Eel Weir Delaware River - Neversink River
3177080,2019,4,Eel Weir - Delaware River
3177082,2019,1,Eel Weir Delaware River - East Branch
3177082,2019,7,Eel Weir - Delaware River
3177086,2019,2,Eel Weir - Delaware River NR
3177086,2019,3,Eel Weir Delaware River - Main Stem - North of Tus
3177088,2019,1,Eel Weir Delaware River - Main Stem - North of Tus
3177088,2019,2,Eel Weir - Delaware River
3177090,2019,1,Eel Weir - Delaware River
3177090,2019,2,Eel Weir Delaware River - Main Stem - South of Tus
3177092,2019,1,Eel Weir - Delaware River NR
3177092,2019,1,Eel Weir Delaware River - Main Stem - South of Tus
3177095,2019,2,Eel Weir Delaware River - Main Stem - North of Tus
3177095,2019,3,Eel Weir - Delaware River
3177375,2019,2455,Party/Charter Boat
3177435,2019,2457,Party/Charter Boat
3177535,2019,11161,Food Fish/Crustacea Dealer/Shipper
3177575,2019,2464,Party/Charter Boat
3177655,2019,1272,Marine Bait
3178015,2019,315,Crab - NR
3178075,2019,2463,Party/Charter Boat
3178115,2019,11163,Food Fish/Crustacea Dealer/Shipper
3178117,2019,4148,Food Fish - Resident
3178155,2019,11164,Food Fish/Crustacea Dealer/Shipper
3178278,2019,709,Food Fish - Resident
3178323,2019,11165,Food Fish/Crustacea Dealer/Shipper
3178359,2019,201638,Food Fish Landing
3178399,2019,11168,Food Fish/Crustacea Dealer/Shipper
3178475,2019,2467,Party/Charter Boat
3178495,2019,11169,Food Fish/Crustacea Dealer/Shipper
3178497,2019,2634,Food Fish - Resident
3178497,2019,275,Lobster - Resident
3178595,2019,11183,Food Fish/Crustacea Dealer/Shipper
3178655,2019,11170,Food Fish/Crustacea Dealer/Shipper
3178775,2019,11171,Food Fish/Crustacea Dealer/Shipper
3178877,2019,3868,Horseshoe Crab - Resident
3178877,2019,3868,Crab - Resident
3178877,2019,5402,Food Fish - Resident
3178975,2019,2636,Party/Charter Boat
3179036,2019,2702,Party/Charter Boat
3179295,2019,1027,Food Fish - Resident
3179635,2019,3292,Food Fish - Resident
3179695,2019,3423,Food Fish - Resident
3179938,2019,1323,Marine Bait
3179938,2019,201683,Food Fish Landing
3179979,2019,11173,Food Fish/Crustacea Dealer/Shipper
3180035,2019,11174,Food Fish/Crustacea Dealer/Shipper
3180117,2019,11176,Food Fish/Crustacea Dealer/Shipper
3180135,2019,11177,Food Fish/Crustacea Dealer/Shipper
3180176,2019,11178,Food Fish/Crustacea Dealer/Shipper
3180215,2019,11179,Food Fish/Crustacea Dealer/Shipper
3180355,2019,2470,Party/Charter Boat
3180355,2019,2480,Party/Charter Boat
3180355,2019,2537,Party/Charter Boat
3180375,2019,11181,Food Fish/Crustacea Dealer/Shipper
3180377,2019,11182,Food Fish/Crustacea Dealer/Shipper
3180415,2019,11184,Food Fish/Crustacea Dealer/Shipper
3180456,2019,2471,Party/Charter Boat
3180697,2019,105,Eel Pots - Resident
3180697,2019,445,Gill Net - Resident
3180876,2019,446,Gill Net - Resident
3180895,2019,5623,Food Fish - Resident
3180935,2019,5630,Food Fish - Resident
3180995,2019,10488,Food Fish/Crustacea Dealer/Shipper
3181115,2019,11188,Food Fish/Crustacea Dealer/Shipper
3181195,2019,447,Gill Net - Resident
3181215,2019,2473,Party/Charter Boat
3181235,2019,2474,Party/Charter Boat
3181238,2019,11189,Food Fish/Crustacea Dealer/Shipper
3181335,2019,448,Gill Net - Resident
3181380,2019,2069,Food Fish - Resident
3181436,2019,11190,Food Fish/Crustacea Dealer/Shipper
3181495,2019,450,Gill Net - Resident
3181495,2019,559,Scoop Dip Scap up to 10 ft sq
3181497,2019,451,Gill Net - Resident
3181517,2019,2479,Party/Charter Boat
3181555,2019,670,Food Fish - Resident
3181735,2019,2481,Party/Charter Boat
3181735,2019,2483,Party/Charter Boat
3181735,2019,2515,Party/Charter Boat
3181915,2019,11262,Food Fish/Crustacea Dealer/Shipper
3182095,2019,2486,Party/Charter Boat
3182175,2019,2487,Party/Charter Boat
3182175,2019,2618,Party/Charter Boat
3182215,2019,11194,Food Fish/Crustacea Dealer/Shipper
3182235,2019,2489,Party/Charter Boat
3182275,2019,564,Scoop Dip Scap up to 10 ft sq
3182295,2019,2491,Party/Charter Boat
3182315,2019,539,Lobster - NR
3182337,2019,457,Gill Net - Resident
3182337,2019,565,Scoop Dip Scap up to 10 ft sq
3182475,2019,1370,Food Fish - Resident
3182557,2019,2601,Horseshoe Crab - Resident
3182557,2019,2601,Crab - Resident
3182557,2019,5494,Food Fish - Resident
3182755,2019,11197,Food Fish/Crustacea Dealer/Shipper
3182757,2019,2503,Party/Charter Boat
3182775,2019,2505,Party/Charter Boat
3182796,2019,10419,Food Fish/Crustacea Dealer/Shipper
3182796,2019,3222,Food Fish - Resident
3182817,2019,2506,Party/Charter Boat
3182875,2019,2507,Party/Charter Boat
3182877,2019,1803,Horseshoe Crab - Resident
3182877,2019,1803,Crab - Resident
3182877,2019,3350,Food Fish - Resident
3182877,2019,416,Lobster - Resident
3182897,2019,2511,Party/Charter Boat
3182978,2019,3232,Food Fish - Resident
3183078,2019,566,Scoop Dip Scap up to 10 ft sq
3183335,2019,11205,Food Fish/Crustacea Dealer/Shipper
3183415,2019,1255,Whelk - Resident
3183415,2019,2054,Horseshoe Crab - Resident
3183415,2019,2054,Crab - Resident
3183415,2019,22,Food Fish - Resident
3183415,2019,8,Lobster - Resident
3183436,2019,2516,Party/Charter Boat
3183555,2019,2517,Party/Charter Boat
3183815,2019,11207,Food Fish/Crustacea Dealer/Shipper
3183836,2019,11208,Food Fish/Crustacea Dealer/Shipper
3185515,2019,101363,Food Fish - NR
3185715,2019,985,Food Fish - Resident
3185715,2019,985,Alternate Vessel
3185735,2019,11217,Food Fish/Crustacea Dealer/Shipper
3185737,2019,11218,Food Fish/Crustacea Dealer/Shipper
3185835,2019,1367,Horseshoe Crab - NR
3185835,2019,1367,Crab - NR
3185855,2019,11303,Food Fish/Crustacea Dealer/Shipper
3185935,2019,11219,Food Fish/Crustacea Dealer/Shipper
3186015,2019,11220,Food Fish/Crustacea Dealer/Shipper
3186035,2019,11221,Food Fish/Crustacea Dealer/Shipper
3186055,2019,785,Food Fish - Resident
3186135,2019,11222,Food Fish/Crustacea Dealer/Shipper
3186175,2019,461,Gill Net - Resident
3186195,2019,462,Gill Net - Resident
3186295,2019,11224,Food Fish/Crustacea Dealer/Shipper
3186335,2019,11225,Food Fish/Crustacea Dealer/Shipper
3186356,2019,2529,Party/Charter Boat
3186356,2019,2530,Party/Charter Boat
3186415,2019,11226,Food Fish/Crustacea Dealer/Shipper
3186515,2019,11228,Food Fish/Crustacea Dealer/Shipper
3186575,2019,2531,Party/Charter Boat
3186675,2019,11230,Food Fish/Crustacea Dealer/Shipper
3186695,2019,201667,Food Fish Landing
3186717,2019,465,Gill Net - Resident
3186755,2019,11231,Food Fish/Crustacea Dealer/Shipper
3186795,2019,2532,Party/Charter Boat
3186875,2019,1326,Marine Bait
3186875,2019,3050,Food Fish - Resident
3186875,2019,3398,Lobster - Resident
3186897,2019,467,Gill Net - Resident
3186955,2019,468,Gill Net - Resident
3186955,2019,585,Scoop Dip Scap up to 10 ft sq
3187035,2019,100,Eel Pots - Resident
3187035,2019,470,Gill Net - Resident
3187157,2019,201686,Food Fish Landing
3187215,2019,5640,Food Fish - Resident
3187235,2019,11235,Food Fish/Crustacea Dealer/Shipper
3187237,2019,4066,Horseshoe Crab - Resident
3187237,2019,4066,Crab - Resident
3187261,2019,2535,Party/Charter Boat
3187261,2019,2600,Party/Charter Boat
3187315,2019,2536,Party/Charter Boat
3187357,2019,2538,Party/Charter Boat
3187359,2019,471,Gill Net - Resident
3187395,2019,11234,Food Fish/Crustacea Dealer/Shipper
3187415,2019,2540,Party/Charter Boat
3187435,2019,2541,Party/Charter Boat
3187457,2019,2542,Party/Charter Boat
3187477,2019,2544,Party/Charter Boat
3187487,2019,2545,Party/Charter Boat
3187487,2019,2546,Party/Charter Boat
3187489,2019,11236,Food Fish/Crustacea Dealer/Shipper
3187495,2019,2547,Party/Charter Boat
3187537,2019,473,Gill Net - Resident
3187539,2019,474,Gill Net - Resident
3187543,2019,2549,Party/Charter Boat
3187595,2019,421,Lobster - Resident
3187595,2019,424,Horseshoe Crab - Resident
3187595,2019,424,Crab - Resident
3187595,2019,998,Food Fish - Resident
3187656,2019,2550,Party/Charter Boat
3187658,2019,2551,Party/Charter Boat
3187696,2019,574,Scoop Dip Scap up to 10 ft sq
3187737,2019,476,Gill Net - Resident
3187755,2019,11237,Food Fish/Crustacea Dealer/Shipper
3187775,2019,2553,Party/Charter Boat
3187777,2019,201669,Food Fish Landing
3187777,2019,2554,Party/Charter Boat
3187779,2019,2555,Party/Charter Boat
3187835,2019,216,Horseshoe Crab - Resident
3187835,2019,216,Crab - Resident
3187835,2019,342,Food Fish - Resident
3187855,2019,1303,Lobster - NR
3188057,2019,477,Gill Net - Resident
3188115,2019,3790,Food Fish - Resident
3188137,2019,11241,Food Fish/Crustacea Dealer/Shipper
3188197,2019,2565,Party/Charter Boat
3188315,2019,201670,Food Fish Landing
3188359,2019,2568,Party/Charter Boat
3188462,2019,11243,Food Fish/Crustacea Dealer/Shipper
